id,vid,url,title,start,duration,content,type,model,create_time
24,bpTv4iytdEQ,https://qiwei.yuemei.info/video/bpTv4iytdEQ_0890_1150.mp4,主播教学游戏技巧+趣味收学费,890,260,主播给粉丝讲解游戏进阶操作技巧，鼓励粉丝提升实力，还开玩笑要收粉丝学费，和粉丝进行趣味互动，既有干货输出又充满欢乐氛围。,教学+互动内容,,2026/3/15 21:11:17
22,bpTv4iytdEQ,https://qiwei.yuemei.info/video/bpTv4iytdEQ_1180_1440.mp4,主播被围反击+粉丝暖心应援,1180,260,主播被敌方多名玩家围攻陷入劣势，粉丝在聊天区纷纷帮腔支持，主播带领团队绝地反击，展示精彩游戏操作，最终成功突围，全程燃点十足。,核心内容,,2026/3/15 21:10:27
19,bpTv4iytdEQ,https://qiwei.yuemei.info/video/bpTv4iytdEQ_1390_1650.mp4,主播与粉丝趣味整活大互动,1390,260,主播和粉丝在线趣味调侃，组织粉丝排队列、集体拍照，还开玩笑给Long T_介绍对象，粉丝积极配合，场面轻松搞笑，充满欢乐氛围。,互动内容,,2026/3/15 21:08:56
18,bpTv4iytdEQ,https://qiwei.yuemei.info/video/bpTv4iytdEQ_1533_1798.mp4,多人热血混战：团队激烈对抗,1533,265,主播带领团队与敌方展开大规模团战，技能特效拉满，场面混乱又刺激，粉丝在聊天区实时互动加油，主播边战斗边和粉丝调侃，全程高能不断。,核心内容,,2026/3/15 21:07:46
17,bpTv4iytdEQ,https://qiwei.yuemei.info/video/bpTv4iytdEQ_1765_1995.mp4,Long T_霸气救场+老友暖心重逢,1765,230,主播被敌方围攻陷入困境时，Long T_突然登场霸气救场，之后两人老友重逢，互相调侃聊天，Long T_还帮主播撑场面、和粉丝互动，气氛既热血又温馨。,核心内容,,2026/3/15 21:07:02
51,ikGIiov-PI8,https://qiwei.yuemei.info/video/ikGIiov-PI8_1630_1919.mp4,远古龙进化完成，复仇团战热血开打,1630,289,主播团队成功完成远古龙进化，战力大幅提升后，找到此前的敌对势力展开复仇对决，团队成员紧密配合，与敌方龙群展开激烈厮杀，战斗场面热血刺激，尽显进化后的强大战力。,核心内容,,2026/3/15 21:26:28
52,ikGIiov-PI8,https://qiwei.yuemei.info/video/ikGIiov-PI8_1920_2113.mp4,惨烈团战近乎团灭，战后重建暖人心,1920,193,团队遭遇强敌突袭展开惨烈团战，最终近乎团灭损失惨重，主播与剩余成员一起清点积分、补偿队友，互相安慰规划后续重建，既有战斗的悲壮，也有团队间的温情互动。,核心内容,,2026/3/15 21:26:57
49,ikGIiov-PI8,https://qiwei.yuemei.info/video/ikGIiov-PI8_1480_1729.mp4,智斗远古龙玩家，资源交涉显谋略,1480,249,团队遭遇拥有六万血量的远古龙，主播未选择硬刚，转而与操控玩家交涉谈判，通过智慧博弈获取积分与资源，过程中充满趣味互动与策略应对，展现主播的应变与谈判技巧。,核心内容,,2026/3/15 21:25:25
46,ikGIiov-PI8,https://qiwei.yuemei.info/video/ikGIiov-PI8_1374_1629.mp4,内鬼疑云排查，团队整合焕新貌,1374,255,主播察觉团队可能混入敌方内鬼，组织全体成员同步更换皮肤排查嫌疑，之后统一团队形象、分发资源，整合队伍准备向远古龙进化目标迈进，情节充满悬念与团队凝聚力。,核心内容,,2026/3/15 21:24:21
44,ikGIiov-PI8,https://qiwei.yuemei.info/video/ikGIiov-PI8_0139_0419.mp4,团队集结协同狩猎，险象环生共御敌,139,280,主播带领团队集结开启生存之旅，众人协同寻找食物、狩猎猎物，途中遭遇陌生龙群威胁，团队成员互相配合躲避危险、分配资源，展现初期生存的紧张感与团队协作的默契。,核心内容,,2026/3/15 21:23:17
23,J-86P0FBGkQ,https://qiwei.yuemei.info/video/J-86P0FBGkQ_0342_0622.mp4,偶遇旧友+遭遇无端攻击,342,280,主播在游戏中偶遇旧友Jack Lam，回忆过往并调侃互动，随后遭遇陌生玩家无端攻击，主播愤怒争执并警告对方，展现游戏内社交互动与突发冲突，情绪起伏饱满。,核心内容,,2026/3/15 21:10:52
28,J-86P0FBGkQ,https://qiwei.yuemei.info/video/J-86P0FBGkQ_1480_1738.mp4,激烈团战+战后资源结算,1480,258,主播带领团队展开激烈团战，全程激情指挥，最终赢得胜利，战后与队友确认战机等资源战果，复盘战斗过程，展现游戏大型团战玩法与资源机制。,核心内容,,2026/3/15 21:13:37
26,J-86P0FBGkQ,https://qiwei.yuemei.info/video/J-86P0FBGkQ_1080_1370.mp4,敌对势力冲突+团战筹备,1080,290,主播与敌对玩家Thiên L_爆发激烈争执，指责对方团队的不当行为，随后号召队友与观众集结筹备团战，指挥过程充满对抗性，氛围紧张刺激。,核心内容,,2026/3/15 21:12:34
25,J-86P0FBGkQ,https://qiwei.yuemei.info/video/J-86P0FBGkQ_0700_0990.mp4,冲击排行榜+进化后战力展示,700,290,主播立志冲击排行榜第二名，展示自身恐龙的超高血量与战力，演示恐龙“路过即秒杀”的强大实力，过程中与观众互动分享发育技巧，实时跟进排行榜进度。,核心内容,,2026/3/15 21:11:44
20,J-86P0FBGkQ,https://qiwei.yuemei.info/video/J-86P0FBGkQ_0110_0400.mp4,主播互动+游戏初期玩法与冲突,110,290,主播向观众介绍恐龙生存游戏核心玩法，在游戏中因抢食与其他玩家发生争执，科普恐龙进化规则（需吃肉而非仅回血），通过观察其他恐龙行为规划自身发育策略，过程中穿插趣味互动与技巧讲解。,核心内容,,2026/3/15 21:09:22
27,l56-np_7slY,https://qiwei.yuemei.info/video/l56-np_7slY_0021_0201.mp4,开场互动+被误解的委屈恐龙崽,21,180,主播开场和粉丝热情打招呼，进入恐龙生存游戏后，被其他玩家误解杀死了对方的小弟，开启疯狂辩解模式，全程搞笑又委屈，互动感拉满,开场+搞笑桥段,,2026/3/15 21:12:48
29,l56-np_7slY,https://qiwei.yuemei.info/video/l56-np_7slY_0275_0495.mp4,被黄金深海巨蜥追杀的爆笑求饶,275,220,主播操控的小恐龙被黄金深海巨蜥追杀，一边逃跑一边疯狂拍对方马屁、求饶，甚至搬出“影响公会名声”的理由试图劝退对手，爆笑十足,搞笑核心内容,,2026/3/15 21:13:41
30,l56-np_7slY,https://qiwei.yuemei.info/video/l56-np_7slY_0490_0705.mp4,偶遇旧友！煽情认亲名场面,490,215,主播在游戏中偶遇熟悉的玩家，瞬间开启疯狂夸赞模式，回忆“小时候对方给自己买糖”的过往，上演煽情又搞笑的认亲环节,搞笑认亲桥段,,2026/3/15 21:14:12
31,l56-np_7slY,https://qiwei.yuemei.info/video/l56-np_7slY_1670_1950.mp4,公会BO3大战！热血对决全程,1670,280,主播组织公会成员进行BO3对决前的动员，喊出必胜口号后展开激烈对战，指挥队友进攻、调整战术，最终成功获胜晋级Top90,核心对战内容,,2026/3/15 21:14:56
32,l56-np_7slY,https://qiwei.yuemei.info/video/l56-np_7slY_1990_2250.mp4,晋级Top90！庆祝+皮肤吐槽大会,1990,260,成功晋级Top90后，主播和粉丝一起庆祝，同时吐槽系统奖励的新皮肤“像铁龙一样丑”，坚持表示更喜欢宇宙皮肤，和粉丝互动不停,结尾庆祝+吐槽,,2026/3/15 21:16:08
5,PhuTD7qx35A,https://qiwei.yuemei.info/video/PhuTD7qx35A_3462_3761.mp4,恐龙生存之旅开启,3462,299,主播开启恐龙养成之旅，讲解恐龙生存必须依赖食物与水源才能存活，同时介绍了两个不同定位的服务器：主打激烈死斗的战服，以及适合交友组队的恐龙休闲服，邀请感兴趣的观众私信获取玩法指引,核心内容,,2026/3/15 21:01:55
57,PhuTD7qx35A,https://qiwei.yuemei.info/video/PhuTD7qx35A_1011_1199.mp4,军团部署与战术规划,1011,188,主播安排军团成员壮大自身实力，筹备与敌对势力的战斗，和队友讨论作战战术，分享自己的布局策略，推进后续的游戏进程。,核心内容,,2026/3/15 22:35:11
56,PhuTD7qx35A,https://qiwei.yuemei.info/video/PhuTD7qx35A_0855_1055.mp4,军团团战与荣誉之战,855,200,主播带领军团准备团战，与敌对势力强硬对峙，动员队友鼓舞士气，战斗中反复提醒队友避免误伤己方成员，场面混乱又充满刺激感。,核心内容,,2026/3/15 22:33:31
55,PhuTD7qx35A,https://qiwei.yuemei.info/video/PhuTD7qx35A_0514_0714.mp4,驯服南方恐龙的波折,514,200,主播尝试驯服南方恐龙，牵引恐龙进化，和观众讨论恐龙的忠诚度，吐槽恐龙不听话的同时，调侃驯服难度与恐龙的奇特外观。,核心内容,,2026/3/15 22:31:52
53,PhuTD7qx35A,https://qiwei.yuemei.info/video/PhuTD7qx35A_0058_0237.mp4,小恐龙艰难求生,58,179,主播操控小恐龙在野外寻找食物和水源，躲避大型恐龙的追击，和观众互动吐槽恐龙的极强占有欲，分享生存感悟：要靠自己站稳脚跟，不要依赖他人。,核心内容,,2026/3/15 22:28:04
54,PhuTD7qx35A,https://qiwei.yuemei.info/video/PhuTD7qx35A_0305_0505.mp4,与巨型古生物的互动,305,200,主播偶遇巨型古生物“__i ca”，尝试投喂食物讨好它，过程中谨慎躲避攻击，和观众调侃古生物的反应，还与抢食的其他恐龙发生对峙。,核心内容,,2026/3/15 22:29:56
36,quPOuiN4ej8,https://qiwei.yuemei.info/video/quPOuiN4ej8_1226_1520.mp4,蓝狼群大举入侵，孤狼夫妇誓死捍卫领地,1226,294,主播的领地遭大批蓝狼群大举入侵，主播与配偶边打边退，利用地形躲避追击，随后组织反击夺回部分领地；过程中与敌方狼群多次激烈交锋，主播热血解说，对抗感拉满。,核心内容-激烈团战,,2026/3/15 21:18:07
38,quPOuiN4ej8,https://qiwei.yuemei.info/video/quPOuiN4ej8_1536_1830.mp4,为狼崽储备食物，扩张领地筑牢安全防线,1536,294,主播为即将出生的狼崽做准备，疯狂扩张领地以保障安全；和配偶组队狩猎羚羊等大型猎物，储备食物，同时时刻防范其他狼群偷袭，还讲解游戏中育幼与领地的关联机制。,核心内容-育幼准备,,2026/3/15 21:19:21
34,quPOuiN4ej8,https://qiwei.yuemei.info/video/quPOuiN4ej8_0790_1060.mp4,雪地迷路急寻狼窝，领地遭袭奋起反击,790,270,主播在雪地中迷失方向，焦急寻找自己的狼窝；好不容易找到家后，发现领地被其他狼群入侵，随即和配偶一起奋起反击入侵者，过程充满紧张感，还穿插主播对游戏机制的吐槽。,核心内容-领地防御,,2026/3/15 21:16:56
40,quPOuiN4ej8,https://qiwei.yuemei.info/video/quPOuiN4ej8_1950_2230.mp4,深夜扩张领地，静待狼崽降临,1950,280,主播在深夜继续扩张领地，与配偶联手清理领地周边的敌方狼群；游戏提示狼崽还有两个月出生，主播和观众互动讲解游戏时间机制，最后和观众约定下次直播后告别。,核心内容-收尾育幼,,2026/3/15 21:20:38
33,quPOuiN4ej8,https://qiwei.yuemei.info/video/quPOuiN4ej8_0204_0480.mp4,寻狼配偶组队，开启荒野生存初体验,204,276,主播触发找配偶任务，在狼群中挑选合适母狼，通过互动提升好感度成功配对；随后和配偶组队尝试狩猎野兔、羚羊，过程中遭遇其他狼的干扰，以及和猎物的趣味周旋，展现游戏初期的生存玩法。,核心内容-初期生存,,2026/3/15 21:16:14
21,shvZslr7ApQ,https://qiwei.yuemei.info/video/shvZslr7ApQ_6084_6320.mp4,游戏无敌宣言与机制讲解,6084,236,主播在游戏中宣称“只有老天爷能挡我”，讲解恐龙进化的两个阶段，同时与其他玩家周旋，展示游戏内的生存策略，语气充满张力与趣味。,核心内容,,2026/3/15 21:10:25
2,wTYHdvE2yec,https://qiwei.yuemei.info/video/wTYHdvE2yec_0000_0280.mp4,直播开场与新游戏介绍,0,280,主播开场向粉丝打招呼，感谢粉丝赠送的礼物，介绍一款类似《剑侠奇缘》的2D新游戏；随后进入恐龙生存游戏，引导粉丝加入游戏互动，期间与粉丝调侃聊天，迎来首次游戏内小冲突。,开场,,2026/3/15 21:00:08
68,wTYHdvE2yec,https://qiwei.yuemei.info/video/wTYHdvE2yec_0744_0984.mp4,开场多语言互动与新游戏预告,744,240,主播用越南语、英语、中文等多种语言与观众打招呼，感谢粉丝赠送的礼物，预告明日即将上线的2D新游戏，讲解游戏玩法并呼吁观众帮忙宣传，氛围活跃热烈。,开场,,2026/3/15 23:02:49
15,wTYHdvE2yec,https://qiwei.yuemei.info/video/wTYHdvE2yec_1500_1710.mp4,粉丝偶像请求与趣味收尾,1500,210,粉丝请求主播帮忙涨粉成为TikTok偶像，主播调侃指导粉丝如何获得粉丝喜爱；最后主播以健忘自嘲的内容收尾，和粉丝轻松互动，为直播画上欢乐句号。,结尾,,2026/3/15 21:06:45
13,wTYHdvE2yec,https://qiwei.yuemei.info/video/wTYHdvE2yec_1350_1630.mp4,组队抓龙与健忘搞笑名场面,1350,280,主播带领粉丝组队抓捕恐龙，过程中出现不少搞笑操作失误；随后主播突然出现健忘状况，调侃自己记忆力衰退像老人，引发粉丝的趣味互动与调侃。,核心内容,,2026/3/15 21:05:35
10,wTYHdvE2yec,https://qiwei.yuemei.info/video/wTYHdvE2yec_1280_1550.mp4,与海外粉丝暖心互动,1280,270,主播特意与日本、韩国、美国等海外粉丝打招呼，感谢他们的支持与礼物，分享海外粉丝的暖心留言；还用多国语言和粉丝互动，氛围温馨又充满趣味。,互动内容,,2026/3/15 21:04:18
7,wTYHdvE2yec,https://qiwei.yuemei.info/video/wTYHdvE2yec_0210_0500.mp4,游戏内搞笑互怼与激烈对战,210,290,主播在恐龙游戏中与粉丝玩家爆发冲突，双方互相调侃对线，主播假装生气放狠话，场面搞笑又热闹；同时展示游戏内的恐龙战斗、生存觅食等核心玩法，节奏紧凑有趣。,核心内容,,2026/3/15 21:02:31
43,Yy10r51eWL8,https://qiwei.yuemei.info/video/Yy10r51eWL8_0348_0528.mp4,残血小龙绝境反杀 成功进化,348,180,残血小龙遭大龙围堵追杀，血量见底濒临死亡，绝境下勇敢正面反击，凭借灵活操作反杀大龙，还获取到肉食成功完成进化，全程高能刺激，反转不断,核心内容,,2026/3/15 21:23:02
47,Yy10r51eWL8,https://qiwei.yuemei.info/video/Yy10r51eWL8_0630_0810.mp4,小龙遭追杀误闯友军 化解误会备战团战,630,180,小龙被强大的灰色大龙追杀，慌乱中闯入友军队伍却被误攻击，随后小龙和队友沟通化解误会，一同准备应对即将到来的外敌，过程搞笑又紧张,核心内容,,2026/3/15 21:24:30
48,Yy10r51eWL8,https://qiwei.yuemei.info/video/Yy10r51eWL8_0750_0930.mp4,残血小龙求助被拒 遇贵人逆袭备战,750,180,残血小龙濒死之际向队友求助却被拒绝，绝望时遇到好心龙伸出援手恢复状态，之后小龙加入庞大的龙群队伍，共同备战大规模团战，氛围愈发紧张,核心内容,,2026/3/15 21:25:18
45,Yy10r51eWL8,https://qiwei.yuemei.info/video/Yy10r51eWL8_0550_0730.mp4,肉食被抢引发龙群混战 队友无故攻击,550,180,小龙刚到手的肉食被其他龙抢走，随即引发一场龙群混战；之后小龙加入一支队伍，却遭到队友无故攻击，只能狼狈躲避并四处求助，剧情跌宕起伏,核心内容,,2026/3/15 21:23:48
50,Yy10r51eWL8,https://qiwei.yuemei.info/video/Yy10r51eWL8_0850_1030.mp4,龙群团战全面爆发 小龙奋勇厮杀,850,180,龙群之间的全面团战正式爆发，小龙和队友们一起冲锋陷阵，和敌方龙群展开激烈厮杀，双方互有死伤，画面热血沸腾，极具视觉冲击力,核心内容,,2026/3/15 21:26:04
1,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0103_0300.mp4,小恐龙撒娇求放过！卑微讨食太好笑,103,197,小恐龙被大恐龙盯上，不停撒娇哀求放过，还承诺长大后报恩，各种软萌讨食的互动全程搞笑，反差感拉满。,趣味互动,,2026/3/15 20:59:19
67,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_1480_1660.mp4,战败放狠话誓要反击,1480,180,主播战败后不甘示弱，放下狠话警告对手，表示会运用三十六计制定反击计划，次日将拆解对手套路，誓要夺回失去的领地与尊严,核心内容,,2026/3/15 22:57:57
66,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_1210_1500.mp4,换肤对战强敌遭压制,1210,290,主播换上酷炫的「死神皮肤」后对战强敌，起初信心满满，却被对手强力反击压制，血量濒临见底，绝望呼喊寻求队友支援却无人回应,核心内容,,2026/3/15 22:56:05
65,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0930_1205.mp4,公会领地紧急防守战,930,275,主播所在的「宇宙公会」多个领地遭攻击，主播焦急指挥公会成员提升等级、争夺资源，紧张对抗中领地排名持续下滑，氛围焦灼刺激,核心内容,,2026/3/15 22:53:11
64,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0570_0855.mp4,游戏测试讲解&世界观揭秘,570,285,主播说明游戏正处于测试阶段，引导玩家进入指定服务器体验；随后揭秘游戏世界观：失控的实验造就了混乱的恐龙世界，同时和粉丝互动呼吁分享直播,核心内容,,2026/3/15 22:50:18
63,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0094_0374.mp4,小恐龙撒娇求食记,94,280,小恐龙偶遇强大的大恐龙，开启撒娇求饶模式，不断承诺长大后会报答对方，软磨硬泡请求大恐龙分肉吃，趣味互动拉满,核心内容,,2026/3/15 22:47:39
3,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0300_0480.mp4,搞砸任务的小恐龙！和大恐龙的爆笑对线,300,180,小恐龙帮大恐龙“送肉”，结果客户被打死，被大恐龙追责，双方一来一回的搞笑对线，充满无厘头趣味。,趣味互动,,2026/3/15 21:00:23
6,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0860_1040.mp4,游戏世界观揭秘！超酷恐龙皮肤登场,860,180,主播讲解游戏的背景故事，展示帅气的恐龙皮肤，还分享公会里成员谈恋爱、办婚礼的趣事，内容丰富又有趣。,游戏科普&趣味,,2026/3/15 21:02:02
9,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_0930_1110.mp4,领地遭猛攻！指挥公会紧急防守,930,180,主播的公会领地遭到敌方攻击，主播紧张指挥成员防守，实时通报领地状况，氛围紧张又刺激。,核心战斗,,2026/3/15 21:03:13
11,Z5klxK5CebQ,https://qiwei.yuemei.info/video/Z5klxK5CebQ_1500_1680.mp4,被暴打后放狠话！誓要复仇讨回颜面,1500,180,主播被敌方压制得无力反抗，和观众吐槽敌方太强，放下狠话说要日后复仇讨回领地，情绪拉满。,情绪爆发&战斗,,2026/3/15 21:04:31
35,zALWbL5zclE,https://qiwei.yuemei.info/video/zALWbL5zclE_0128_0368.mp4,小霸王龙初生惊魂 躲巨兽夹缝求生,128,240,刚成为小霸王龙的主播，在大型恐龙横行的领地中艰难求生，一边躲避巨兽追杀，一边和同伴沟通避险，还要寻找肉食积累进化能量，全程充满生存紧迫感，惊险刺激。,核心内容,,2026/3/15 21:17:27
37,zALWbL5zclE,https://qiwei.yuemei.info/video/zALWbL5zclE_1018_1288.mp4,进化进阶遇变故 黑白双龙反目成仇,1018,270,主播与黑白龙同伴一同进化成长，原本互帮互助的伙伴突发矛盾，白龙误杀主播的小弟，引发双方激烈冲突，主播决心全力进化完成复仇，戏剧冲突拉满。,核心内容,,2026/3/15 21:18:31
39,zALWbL5zclE,https://qiwei.yuemei.info/video/zALWbL5zclE_1690_1970.mp4,进化远古龙逆袭 血战仇敌报血仇,1690,280,主播成功进化为远古龙后，将血量回满开启复仇之路，单挑强敌并与盟友配合清理仇敌，全方位展示远古龙的强大战力，战斗场面激烈震撼。,核心内容,,2026/3/15 21:19:46
41,zALWbL5zclE,https://qiwei.yuemei.info/video/zALWbL5zclE_1935_2175.mp4,主播暖心互动 带粉丝畅玩恐龙世界,1935,240,复仇结束后主播与粉丝暖心互动，将强力恐龙角色转交给粉丝，指导粉丝通过主页置顶作品获取游戏，带领大家一同体验恐龙生存玩法，氛围轻松友好。,互动环节,,2026/3/15 21:20:46
42,zALWbL5zclE,https://qiwei.yuemei.info/video/zALWbL5zclE_2011_2191.mp4,直播收尾预告 粉丝专属福利通知,2011,180,主播宣布直播结束，预告下周因参加婚礼停更并会拍摄专属vlog，告知粉丝专属福利消息，最后与粉丝暖心告别，营造温馨收尾氛围。,结尾,,2026/3/15 21:21:17
